team_name,car_engine,no_of_drivers,highest_laps,total_laps,points,raceid,year,round,name,date,total_matches_win,grid,positionorder,laps,milliseconds,pitstop,status,team_no_of_wins
Ligier,Ligier,2,72,26234,0,475,1982,9,Dutch Grand Prix,03-07-1982,6,21,26,4,,0,Handling,9
Ensign,Ensign,1,72,4463,0,475,1982,9,Dutch Grand Prix,03-07-1982,0,0,27,0,,0,Did not qualify,0
Toleman,Toleman,2,72,2892,0,475,1982,9,Dutch Grand Prix,03-07-1982,0,0,28,0,,0,Did not qualify,0
Ligier,Ligier,2,72,26234,0,475,1982,9,Dutch Grand Prix,03-07-1982,0,0,29,0,,0,Did not qualify,9
Team Lotus,Team Lotus,4,72,36900,0,475,1982,9,Dutch Grand Prix,03-07-1982,0,0,30,0,,0,Did not qualify,45
March,March,4,72,19279,0,475,1982,9,Dutch Grand Prix,03-07-1982,0,0,31,0,,0,Did not prequalify,3
McLaren,McLaren,2,76,97845,9,476,1982,10,British Grand Prix,18-07-1982,25,5,1,76,5733812,0,Finished,185
Ferrari,Ferrari,4,76,126025,6,476,1982,10,British Grand Prix,18-07-1982,3,4,2,76,5759538,0,Finished,249
Ferrari,Ferrari,4,76,126025,4,476,1982,10,British Grand Prix,18-07-1982,2,13,3,76,5772248,0,Finished,249
Team Lotus,Team Lotus,4,76,36900,3,476,1982,10,British Grand Prix,18-07-1982,2,7,4,76,5775054,0,Finished,45
Williams,Williams,4,76,85881,2,476,1982,10,British Grand Prix,18-07-1982,0,10,5,76,5775242,0,Finished,114
Renault,Renault,2,76,38339,1,476,1982,10,British Grand Prix,18-07-1982,51,8,6,76,5775448,0,Finished,35
Alfa Romeo,Alfa Romeo,2,76,20984,0,476,1982,10,British Grand Prix,18-07-1982,0,14,7,75,,0,+1 Lap,11
Tyrrell,Tyrrell,3,76,39336,0,476,1982,10,British Grand Prix,18-07-1982,0,17,8,75,,0,+1 Lap,23
Arrows,Arrows,3,76,24532,0,476,1982,10,British Grand Prix,18-07-1982,0,26,9,74,,0,+2 Laps,0
March,March,4,76,19279,0,476,1982,10,British Grand Prix,18-07-1982,1,25,10,73,,0,+3 Laps,3
Alfa Romeo,Alfa Romeo,2,76,20984,0,476,1982,10,British Grand Prix,18-07-1982,0,11,11,66,,0,Electrical,11
Ligier,Ligier,2,76,26234,0,476,1982,10,British Grand Prix,18-07-1982,0,24,12,60,,0,Engine,9
Arrows,Arrows,3,76,24532,0,476,1982,10,British Grand Prix,18-07-1982,0,22,13,59,,0,Engine,0
Williams,Williams,4,76,85881,0,476,1982,10,British Grand Prix,18-07-1982,5,1,14,50,,0,Fuel system,114
Tyrrell,Tyrrell,3,76,39336,0,476,1982,10,British Grand Prix,18-07-1982,5,9,15,44,,0,Engine,23
Ligier,Ligier,2,76,26234,0,476,1982,10,British Grand Prix,18-07-1982,6,20,16,41,,0,Gearbox,9
Toleman,Toleman,2,76,2892,0,476,1982,10,British Grand Prix,18-07-1982,0,16,17,40,,0,Halfshaft,0
Team Lotus,Team Lotus,4,76,36900,0,476,1982,10,British Grand Prix,18-07-1982,31,23,18,29,,0,Driver unwell,45
Brabham,Brabham,2,76,26800,0,476,1982,10,British Grand Prix,18-07-1982,23,3,19,9,,0,Fuel system,23
Ensign,Ensign,1,76,4463,0,476,1982,10,British Grand Prix,18-07-1982,0,19,20,3,,0,Engine,0
Osella,Osella,2,76,4841,0,476,1982,10,British Grand Prix,18-07-1982,0,18,21,2,,0,Collision,0
Fittipaldi,Fittipaldi,1,76,5344,0,476,1982,10,British Grand Prix,18-07-1982,0,21,22,2,,0,Collision,0
McLaren,McLaren,2,76,97845,0,476,1982,10,British Grand Prix,18-07-1982,5,12,23,2,,0,Spun off,185
Brabham,Brabham,2,76,26800,0,476,1982,10,British Grand Prix,18-07-1982,6,2,24,0,,0,Collision,23
Renault,Renault,2,76,38339,0,476,1982,10,British Grand Prix,18-07-1982,7,6,25,0,,0,Collision,35
Toleman,Toleman,2,76,2892,0,476,1982,10,British Grand Prix,18-07-1982,0,15,26,0,,0,Collision,0
ATS,ATS,2,76,4630,0,476,1982,10,British Grand Prix,18-07-1982,0,0,27,0,,0,Did not qualify,0
Theodore,Theodore,4,76,1803,0,476,1982,10,British Grand Prix,18-07-1982,0,0,28,0,,0,Did not qualify,0
ATS,ATS,2,76,4630,0,476,1982,10,British Grand Prix,18-07-1982,0,0,29,0,,0,Did not qualify,0
March,March,4,76,19279,0,476,1982,10,British Grand Prix,18-07-1982,0,0,30,0,,0,Did not qualify,3
Renault,Renault,2,54,38339,9,477,1982,11,French Grand Prix,25-07-1982,7,1,1,54,5613217,0,Finished,35
Renault,Renault,2,54,38339,6,477,1982,11,French Grand Prix,25-07-1982,51,2,2,54,5630525,0,Finished,35
Ferrari,Ferrari,4,54,126025,4,477,1982,11,French Grand Prix,25-07-1982,3,3,3,54,5655345,0,Finished,249
Ferrari,Ferrari,4,54,126025,3,477,1982,11,French Grand Prix,25-07-1982,2,5,4,54,5689458,0,Finished,249
Williams,Williams,4,54,85881,2,477,1982,11,French Grand Prix,25-07-1982,5,10,5,54,5704211,0,Finished,114
Tyrrell,Tyrrell,3,54,39336,1,477,1982,11,French Grand Prix,25-07-1982,5,15,6,54,5705556,0,Finished,23
Williams,Williams,4,54,85881,0,477,1982,11,French Grand Prix,25-07-1982,0,11,7,53,,0,+1 Lap,114
McLaren,McLaren,2,54,97845,0,477,1982,11,French Grand Prix,25-07-1982,25,9,8,53,,0,+1 Lap,185
Alfa Romeo,Alfa Romeo,2,54,20984,0,477,1982,11,French Grand Prix,25-07-1982,0,8,9,53,,0,+1 Lap,11
Tyrrell,Tyrrell,3,54,39336,0,477,1982,11,French Grand Prix,25-07-1982,0,23,10,53,,0,+1 Lap,23
ATS,ATS,2,54,4630,0,477,1982,11,French Grand Prix,25-07-1982,0,18,11,52,,0,+2 Laps,0
Team Lotus,Team Lotus,4,54,36900,0,477,1982,11,French Grand Prix,25-07-1982,0,24,12,52,,0,+2 Laps,45
Arrows,Arrows,3,54,24532,0,477,1982,11,French Grand Prix,25-07-1982,0,20,13,52,,0,+2 Laps,0
Ligier,Ligier,2,54,26234,0,477,1982,11,French Grand Prix,25-07-1982,6,16,14,51,,0,+3 Laps,9
Toleman,Toleman,2,54,2892,0,477,1982,11,French Grand Prix,25-07-1982,0,14,15,50,,0,+4 Laps,0
Ligier,Ligier,2,54,26234,0,477,1982,11,French Grand Prix,25-07-1982,0,19,16,49,,0,+5 Laps,9
Alfa Romeo,Alfa Romeo,2,54,20984,0,477,1982,11,French Grand Prix,25-07-1982,0,7,17,25,,0,Spun off,11
Brabham,Brabham,2,54,26800,0,477,1982,11,French Grand Prix,25-07-1982,23,6,18,23,,0,Engine,23
Team Lotus,Team Lotus,4,54,36900,0,477,1982,11,French Grand Prix,25-07-1982,2,13,19,17,,0,Fuel system,45
McLaren,McLaren,2,54,97845,0,477,1982,11,French Grand Prix,25-07-1982,5,12,20,13,,0,Electrical,185
March,March,4,54,19279,0,477,1982,11,French Grand Prix,25-07-1982,1,26,21,10,,0,Spun off,3
Arrows,Arrows,3,54,24532,0,477,1982,11,French Grand Prix,25-07-1982,0,25,22,10,,0,Collision,0
Brabham,Brabham,2,54,26800,0,477,1982,11,French Grand Prix,25-07-1982,6,4,23,8,,0,Engine,23
ATS,ATS,2,54,4630,0,477,1982,11,French Grand Prix,25-07-1982,0,22,24,2,,0,Spun off,0
Osella,Osella,2,54,4841,0,477,1982,11,French Grand Prix,25-07-1982,0,17,25,0,,0,Halfshaft,0
Toleman,Toleman,2,54,2892,0,477,1982,11,French Grand Prix,25-07-1982,0,21,26,0,,0,Electrical,0
Theodore,Theodore,4,54,1803,0,477,1982,11,French Grand Prix,25-07-1982,0,0,27,0,,0,Did not qualify,0
Ensign,Ensign,1,54,4463,0,477,1982,11,French Grand Prix,25-07-1982,0,0,28,0,,0,Did not qualify,0
March,March,4,54,19279,0,477,1982,11,French Grand Prix,25-07-1982,0,0,29,0,,0,Did not qualify,3
Ferrari,Ferrari,4,45,126025,9,478,1982,12,German Grand Prix,08-08-1982,2,5,1,45,5245178,0,Finished,249
Renault,Renault,2,45,38339,6,478,1982,12,German Grand Prix,08-08-1982,7,3,2,45,5261557,0,Finished,35
Williams,Williams,4,45,85881,4,478,1982,12,German Grand Prix,08-08-1982,5,9,3,44,,0,+1 Lap,114
Tyrrell,Tyrrell,3,45,39336,3,478,1982,12,German Grand Prix,08-08-1982,5,7,4,44,,0,+1 Lap,23
Alfa Romeo,Alfa Romeo,2,45,20984,2,478,1982,12,German Grand Prix,08-08-1982,0,11,5,44,,0,+1 Lap,11
Arrows,Arrows,3,45,24532,1,478,1982,12,German Grand Prix,08-08-1982,0,26,6,44,,0,+1 Lap,0
Tyrrell,Tyrrell,3,45,39336,0,478,1982,12,German Grand Prix,08-08-1982,0,17,7,44,,0,+1 Lap,23
Ensign,Ensign,1,45,4463,0,478,1982,12,German Grand Prix,08-08-1982,0,21,8,44,,0,+1 Lap,0
Team Lotus,Team Lotus,4,45,36900,0,478,1982,12,German Grand Prix,08-08-1982,31,18,9,43,,0,+2 Laps,45
Toleman,Toleman,2,45,2892,0,478,1982,12,German Grand Prix,08-08-1982,0,14,10,43,,0,+2 Laps,0
Fittipaldi,Fittipaldi,1,45,5344,0,478,1982,12,German Grand Prix,08-08-1982,0,25,11,43,,0,+2 Laps,0
McLaren,McLaren,2,45,97845,0,478,1982,12,German Grand Prix,08-08-1982,5,10,12,36,,0,Suspension,185
Ligier,Ligier,2,45,26234,0,478,1982,12,German Grand Prix,08-08-1982,6,15,13,36,,0,Handling,9
Williams,Williams,4,45,85881,0,478,1982,12,German Grand Prix,08-08-1982,0,19,14,25,,0,Engine,114
March,March,4,45,19279,0,478,1982,12,German Grand Prix,08-08-1982,0,24,15,22,,0,Tyre,3
Team Lotus,Team Lotus,4,45,36900,0,478,1982,12,German Grand Prix,08-08-1982,2,13,16,21,,0,Handling,45
Brabham,Brabham,2,45,26800,0,478,1982,12,German Grand Prix,08-08-1982,23,4,17,18,,0,Collision,23
ATS,ATS,2,45,4630,0,478,1982,12,German Grand Prix,08-08-1982,0,22,18,17,,0,Collision,0
Renault,Renault,2,45,38339,0,478,1982,12,German Grand Prix,08-08-1982,51,2,19,14,,0,Injection,35
Brabham,Brabham,2,45,26800,0,478,1982,12,German Grand Prix,08-08-1982,6,6,20,13,,0,Engine,23
Alfa Romeo,Alfa Romeo,2,45,20984,0,478,1982,12,German Grand Prix,08-08-1982,0,8,21,9,,0,Gearbox,11
Ligier,Ligier,2,45,26234,0,478,1982,12,German Grand Prix,08-08-1982,0,12,22,8,,0,Fuel system,9
Arrows,Arrows,3,45,24532,0,478,1982,12,German Grand Prix,08-08-1982,0,23,23,6,,0,Fuel system,0
Osella,Osella,2,45,4841,0,478,1982,12,German Grand Prix,08-08-1982,0,20,24,3,,0,Steering,0
ATS,ATS,2,45,4630,0,478,1982,12,German Grand Prix,08-08-1982,0,16,25,3,,0,Clutch,0
Ferrari,Ferrari,4,45,126025,0,478,1982,12,German Grand Prix,08-08-1982,3,1,26,0,,0,Accident,249
Theodore,Theodore,4,45,1803,0,478,1982,12,German Grand Prix,08-08-1982,0,0,27,0,,0,Did not qualify,0
March,March,4,45,19279,0,478,1982,12,German Grand Prix,08-08-1982,0,0,28,0,,0,Did not qualify,3
Toleman,Toleman,2,45,2892,0,478,1982,12,German Grand Prix,08-08-1982,0,0,29,0,,0,Did not qualify,0
Team Lotus,Team Lotus,4,53,36900,9,479,1982,13,Austrian Grand Prix,15-08-1982,2,7,1,53,5102212,0,Finished,45
Williams,Williams,4,53,85881,6,479,1982,13,Austrian Grand Prix,15-08-1982,5,6,2,53,5102262,0,Finished,114
Ligier,Ligier,2,53,26234,4,479,1982,13,Austrian Grand Prix,15-08-1982,6,14,3,52,,0,+1 Lap,9
Ferrari,Ferrari,4,53,126025,3,479,1982,13,Austrian Grand Prix,15-08-1982,2,4,4,52,,0,+1 Lap,249
McLaren,McLaren,2,53,97845,2,479,1982,13,Austrian Grand Prix,15-08-1982,25,10,5,52,,0,+1 Lap,185
Arrows,Arrows,3,53,24532,1,479,1982,13,Austrian Grand Prix,15-08-1982,0,23,6,52,,0,+1 Lap,0
Fittipaldi,Fittipaldi,1,53,5344,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,20,7,51,,0,+2 Laps,0
Renault,Renault,2,53,38339,0,479,1982,13,Austrian Grand Prix,15-08-1982,51,3,8,48,,0,Injection,35
McLaren,McLaren,2,53,97845,0,479,1982,13,Austrian Grand Prix,15-08-1982,5,18,9,44,,0,Engine,185
Tyrrell,Tyrrell,3,53,39336,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,19,10,32,,0,Engine,23
Brabham,Brabham,2,53,26800,0,479,1982,13,Austrian Grand Prix,15-08-1982,23,1,11,31,,0,Electrical,23
Theodore,Theodore,4,53,1803,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,26,12,28,,0,Spun off,0
Arrows,Arrows,3,53,24532,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,21,13,28,,0,Engine,0
Brabham,Brabham,2,53,26800,0,479,1982,13,Austrian Grand Prix,15-08-1982,6,2,14,27,,0,Engine,23
Ligier,Ligier,2,53,26234,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,22,15,22,,0,Engine,9
Team Lotus,Team Lotus,4,53,36900,0,479,1982,13,Austrian Grand Prix,15-08-1982,31,12,16,17,,0,Engine,45
Renault,Renault,2,53,38339,0,479,1982,13,Austrian Grand Prix,15-08-1982,7,5,17,16,,0,Injection,35
ATS,ATS,2,53,4630,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,25,18,15,,0,Spun off,0
Toleman,Toleman,2,53,2892,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,15,19,7,,0,Suspension,0
Toleman,Toleman,2,53,2892,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,17,20,7,,0,Transmission,0
Ensign,Ensign,1,53,4463,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,16,21,6,,0,Spun off,0
Tyrrell,Tyrrell,3,53,39336,0,479,1982,13,Austrian Grand Prix,15-08-1982,5,8,22,1,,0,Spun off,23
March,March,4,53,19279,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,24,23,1,,0,Steering,3
Williams,Williams,4,53,85881,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,9,24,0,,0,Collision,114
Alfa Romeo,Alfa Romeo,2,53,20984,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,11,25,0,,0,Collision,11
Alfa Romeo,Alfa Romeo,2,53,20984,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,13,26,0,,0,Collision,11
March,March,4,53,19279,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,0,27,0,,0,Did not qualify,3
Osella,Osella,2,53,4841,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,0,28,0,,0,Did not qualify,0
ATS,ATS,2,53,4630,0,479,1982,13,Austrian Grand Prix,15-08-1982,0,0,29,0,,0,Did not qualify,0
Williams,Williams,4,80,85881,9,480,1982,14,Swiss Grand Prix,29-08-1982,5,8,1,80,5561087,0,Finished,114
Renault,Renault,2,80,38339,6,480,1982,14,Swiss Grand Prix,29-08-1982,51,1,2,80,5565529,0,Finished,35
McLaren,McLaren,2,80,97845,4,480,1982,14,Swiss Grand Prix,29-08-1982,25,4,3,80,5621430,0,Finished,185
Brabham,Brabham,2,80,26800,3,480,1982,14,Swiss Grand Prix,29-08-1982,23,6,4,79,,0,+1 Lap,23
Brabham,Brabham,2,80,26800,2,480,1982,14,Swiss Grand Prix,29-08-1982,6,3,5,79,,0,+1 Lap,23
Team Lotus,Team Lotus,4,80,36900,1,480,1982,14,Swiss Grand Prix,29-08-1982,2,15,6,79,,0,+1 Lap,45
Tyrrell,Tyrrell,3,80,39336,0,480,1982,14,Swiss Grand Prix,29-08-1982,5,12,7,79,,0,+1 Lap,23
Team Lotus,Team Lotus,4,80,36900,0,480,1982,14,Swiss Grand Prix,29-08-1982,31,26,8,79,,0,+1 Lap,45
Williams,Williams,4,80,85881,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,7,9,79,,0,+1 Lap,114
Alfa Romeo,Alfa Romeo,2,80,20984,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,5,10,78,,0,+2 Laps,11
Tyrrell,Tyrrell,3,80,39336,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,18,11,78,,0,+2 Laps,23
Alfa Romeo,Alfa Romeo,2,80,20984,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,9,12,78,,0,+2 Laps,11
McLaren,McLaren,2,80,97845,0,480,1982,14,Swiss Grand Prix,29-08-1982,5,11,13,77,,0,+3 Laps,185
ATS,ATS,2,80,4630,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,25,14,76,,0,+4 Laps,0
Arrows,Arrows,3,80,24532,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,14,15,76,,0,+4 Laps,0
Renault,Renault,2,80,38339,0,480,1982,14,Swiss Grand Prix,29-08-1982,7,2,16,75,,0,Injection,35
Ligier,Ligier,2,80,26234,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,16,17,70,,0,Handling,9
ATS,ATS,2,80,4630,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,20,18,55,,0,Chassis,0
Osella,Osella,2,80,4841,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,17,19,44,,0,Engine,0
Ligier,Ligier,2,80,26234,0,480,1982,14,Swiss Grand Prix,29-08-1982,6,13,20,33,,0,Handling,9
Toleman,Toleman,2,80,2892,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,23,21,31,,0,Engine,0
March,March,4,80,19279,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,24,22,31,,0,Water leak,3
March,March,4,80,19279,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,22,23,25,,0,Spun off,3
Toleman,Toleman,2,80,2892,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,21,24,24,,0,Engine,0
Ensign,Ensign,1,80,4463,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,19,25,4,,0,Engine,0
Ferrari,Ferrari,4,80,126025,0,480,1982,14,Swiss Grand Prix,29-08-1982,2,10,26,0,,0,Injury,249
Fittipaldi,Fittipaldi,1,80,5344,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,0,27,0,,0,Did not qualify,0
Theodore,Theodore,4,80,1803,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,0,28,0,,0,Did not qualify,0
Arrows,Arrows,3,80,24532,0,480,1982,14,Swiss Grand Prix,29-08-1982,0,0,29,0,,0,Did not qualify,0
Renault,Renault,2,52,38339,9,481,1982,15,Italian Grand Prix,12-09-1982,7,6,1,52,4945734,0,Finished,35
Ferrari,Ferrari,4,52,126025,6,481,1982,15,Italian Grand Prix,12-09-1982,2,3,2,52,4959798,0,Finished,249
Ferrari,Ferrari,4,52,126025,4,481,1982,15,Italian Grand Prix,12-09-1982,12,1,3,52,4994186,0,Finished,249
McLaren,McLaren,2,52,97845,3,481,1982,15,Italian Grand Prix,12-09-1982,5,12,4,52,5033579,0,Finished,185
Tyrrell,Tyrrell,3,52,39336,2,481,1982,15,Italian Grand Prix,12-09-1982,5,11,5,51,,0,+1 Lap,23
Ligier,Ligier,2,52,26234,1,481,1982,15,Italian Grand Prix,12-09-1982,0,14,6,51,,0,+1 Lap,9
Team Lotus,Team Lotus,4,52,36900,0,481,1982,15,Italian Grand Prix,12-09-1982,31,23,7,51,,0,+1 Lap,45
Williams,Williams,4,52,85881,0,481,1982,15,Italian Grand Prix,12-09-1982,5,7,8,50,,0,+2 Laps,114
ATS,ATS,2,52,4630,0,481,1982,15,Italian Grand Prix,12-09-1982,0,25,9,50,,0,+2 Laps,0
Alfa Romeo,Alfa Romeo,2,52,20984,0,481,1982,15,Italian Grand Prix,12-09-1982,0,9,10,50,,0,+2 Laps,11
Fittipaldi,Fittipaldi,1,52,5344,0,481,1982,15,Italian Grand Prix,12-09-1982,0,26,11,49,,0,+3 Laps,0
Arrows,Arrows,3,52,24532,0,481,1982,15,Italian Grand Prix,12-09-1982,0,24,12,49,,0,+3 Laps,0
Ensign,Ensign,1,52,4463,0,481,1982,15,Italian Grand Prix,12-09-1982,0,18,13,40,,0,Not classified,0
Team Lotus,Team Lotus,4,52,36900,0,481,1982,15,Italian Grand Prix,12-09-1982,2,17,14,33,,0,Throttle,45
Alfa Romeo,Alfa Romeo,2,52,20984,0,481,1982,15,Italian Grand Prix,12-09-1982,0,8,15,32,,0,Handling,11
Arrows,Arrows,3,52,24532,0,481,1982,15,Italian Grand Prix,12-09-1982,0,19,16,28,,0,Ignition,0
Renault,Renault,2,52,38339,0,481,1982,15,Italian Grand Prix,12-09-1982,51,5,17,27,,0,Injection,35
McLaren,McLaren,2,52,97845,0,481,1982,15,Italian Grand Prix,12-09-1982,25,10,18,21,,0,Brakes,185
Osella,Osella,2,52,4841,0,481,1982,15,Italian Grand Prix,12-09-1982,0,15,19,10,,0,Wheel,0
Brabham,Brabham,2,52,26800,0,481,1982,15,Italian Grand Prix,12-09-1982,23,2,20,7,,0,Engine,23
Brabham,Brabham,2,52,26800,0,481,1982,15,Italian Grand Prix,12-09-1982,6,4,21,6,,0,Clutch,23
Ligier,Ligier,2,52,26234,0,481,1982,15,Italian Grand Prix,12-09-1982,6,21,22,5,,0,Gearbox,9
Toleman,Toleman,2,52,2892,0,481,1982,15,Italian Grand Prix,12-09-1982,0,22,23,2,,0,Engine,0
Williams,Williams,4,52,85881,0,481,1982,15,Italian Grand Prix,12-09-1982,0,13,24,0,,0,Collision,114
Toleman,Toleman,2,52,2892,0,481,1982,15,Italian Grand Prix,12-09-1982,0,16,25,0,,0,Collision,0
Tyrrell,Tyrrell,3,52,39336,0,481,1982,15,Italian Grand Prix,12-09-1982,0,20,26,0,,0,Collision,23
March,March,4,52,19279,0,481,1982,15,Italian Grand Prix,12-09-1982,0,0,27,0,,0,Did not qualify,3
ATS,ATS,2,52,4630,0,481,1982,15,Italian Grand Prix,12-09-1982,0,0,28,0,,0,Did not qualify,0
March,March,4,52,19279,0,481,1982,15,Italian Grand Prix,12-09-1982,0,0,29,0,,0,Did not qualify,3
Theodore,Theodore,4,52,1803,0,481,1982,15,Italian Grand Prix,12-09-1982,0,0,30,0,,0,Did not qualify,0
Tyrrell,Tyrrell,3,75,39336,9,482,1982,16,Caesars Palace Grand Prix,25-09-1982,5,3,1,75,6116888,0,Finished,23
McLaren,McLaren,2,75,97845,6,482,1982,16,Caesars Palace Grand Prix,25-09-1982,5,9,2,75,6144180,0,Finished,185
Ligier,Ligier,2,75,26234,4,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,4,3,75,6173338,0,Finished,9
Renault,Renault,2,75,38339,3,482,1982,16,Caesars Palace Grand Prix,25-09-1982,51,1,4,75,6185536,0,Finished,35
Williams,Williams,4,75,85881,2,482,1982,16,Caesars Palace Grand Prix,25-09-1982,5,6,5,75,6188263,0,Finished,114
Williams,Williams,4,75,85881,1,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,14,6,74,,0,+1 Lap,114
Arrows,Arrows,3,75,24532,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,17,7,74,,0,+1 Lap,0
Tyrrell,Tyrrell,3,75,39336,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,19,8,74,,0,+1 Lap,23
Alfa Romeo,Alfa Romeo,2,75,20984,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,18,9,73,,0,+2 Laps,11
Alfa Romeo,Alfa Romeo,2,75,20984,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,16,10,73,,0,+2 Laps,11
Arrows,Arrows,3,75,24532,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,23,11,73,,0,+2 Laps,0
March,March,4,75,19279,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,25,12,73,,0,+2 Laps,3
March,March,4,75,19279,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,24,13,69,,0,+6 Laps,3
ATS,ATS,2,75,4630,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,22,14,62,,0,Not classified,0
McLaren,McLaren,2,75,97845,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,25,13,15,53,,0,Engine,185
Theodore,Theodore,4,75,1803,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,26,16,39,,0,Spun off,0
Toleman,Toleman,2,75,2892,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,10,17,32,,0,Spark plugs,0
Team Lotus,Team Lotus,4,75,36900,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,2,20,18,28,,0,Engine,45
Ferrari,Ferrari,4,75,126025,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,12,7,19,26,,0,Suspension,249
Brabham,Brabham,2,75,26800,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,23,12,20,26,,0,Spark plugs,23
Renault,Renault,2,75,38339,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,7,2,21,20,,0,Engine,35
Brabham,Brabham,2,75,26800,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,6,5,22,17,,0,Clutch,23
Team Lotus,Team Lotus,4,75,36900,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,31,21,23,8,,0,Collision,45
Ligier,Ligier,2,75,26234,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,6,11,24,5,,0,Ignition,9
Ferrari,Ferrari,4,75,126025,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,2,8,25,0,,0,Withdrew,249
Ensign,Ensign,1,75,4463,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,15,26,0,,0,Engine,0
Osella,Osella,2,75,4841,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,27,27,0,,0,Accident,0
Toleman,Toleman,2,75,2892,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,0,28,0,,0,Did not qualify,0
ATS,ATS,2,75,4630,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,0,29,0,,0,Did not qualify,0
Fittipaldi,Fittipaldi,1,75,5344,0,482,1982,16,Caesars Palace Grand Prix,25-09-1982,0,0,30,0,,0,Did not qualify,0
Williams,Williams,2,80,85881,9,483,1981,1,United States Grand Prix West,15-03-1981,12,2,1,80,6641330,0,Finished,114
Williams,Williams,2,80,85881,6,483,1981,1,United States Grand Prix West,15-03-1981,12,3,2,80,6650520,0,Finished,114
Brabham,Brabham,2,80,26800,4,483,1981,1,United States Grand Prix West,15-03-1981,23,4,3,80,6676250,0,Finished,23
Alfa Romeo,Alfa Romeo,2,80,20984,3,483,1981,1,United States Grand Prix West,15-03-1981,12,6,4,80,6690640,0,Finished,11
Tyrrell,Tyrrell,4,80,39336,2,483,1981,1,United States Grand Prix West,15-03-1981,0,8,5,80,6708030,0,Finished,23
Theodore,Theodore,2,80,1803,1,483,1981,1,United States Grand Prix West,15-03-1981,2,17,6,79,,0,+1 Lap,0
Fittipaldi,Fittipaldi,2,80,5344,0,483,1981,1,United States Grand Prix West,15-03-1981,0,18,7,78,,0,+2 Laps,0
Renault,Renault,2,80,38339,0,483,1981,1,United States Grand Prix West,15-03-1981,7,20,8,77,,0,+3 Laps,35
Ensign,Ensign,3,80,4463,0,483,1981,1,United States Grand Prix West,15-03-1981,0,19,9,70,,0,Fuel system,0
Ferrari,Ferrari,2,80,126025,0,483,1981,1,United States Grand Prix West,15-03-1981,3,11,10,67,,0,Fuel system,249
